Location,lat,lng,Original_Location
"West Bengal, India",22.9867569,87.8549755,"WEST BENGAL,INDIA"
United States,37.09024,-95.712891,UNITED STATES
"London, UK",51.5073509,-0.1277583,LONDON
"England, UK",52.3555177,-1.1743197,"ENGLAND, UNITED KINGDOM"
"King Street House, 15 Upper King St, Norwich NR3 1RB, UK",52.63002,1.298963,"EAST, ENGLAND"
"Wexford, Ireland",52.336916,-6.4633381,"WEXFORD, IRELAND"
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"New York, NY, USA",40.7127753,-74.0059728,NYC
"1030 H St NW, Miami, OK 74354, USA",36.887542,-94.8866201,NORTH WEST
"Girlguiding NWE Region Headquarters, Guiding Road, Preston PR2 5PD, UK",53.7897081,-2.6541002,"NORTH WEST, ENGLAND"
"Freshwater, UK",50.6851905,-1.5099181,"FRESHWATER, ISLE OF WIGHT"
"Everywhere-Nowhere Park, 2096 N Heritage St, Buckeye, AZ 85396, USA",33.4689509,-112.5065523,EVERYWHERE AND NOWHERE
"Westport, Rathfarnham Rd, Terenure, Dublin 6W, Co. Dublin, Ireland",53.3057572,-6.2838971,DUBLIN / WESTPORT
"Blandford Forum DT11, UK",50.856908,-2.165353,"BLANDFORD FORUM, ENGLAND"
"Stockholm, Sweden",59.3293235,18.0685808,"STOCKHOLM, SCHWEDEN"
"143 N Main St, Suffolk, VA 23434, USA",36.72919,-76.5833169,SUNNY SUFFOLK
Qatar,25.354826,51.183884,QATAR
"Santiago de Querétaro, Qro., Mexico",20.5887932,-100.3898881,"QUER�TARO, QUER�TARO ARTEAGA"
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"Akita Prefecture, Japan",39.7186135,140.1023643,<U+79CB><U+7530>
"England, UK",52.3555177,-1.1743197,ENGLAND
"Newcastle upon Tyne, UK",54.978252,-1.61778,"NEWCASTLE UPON TYNE, ENGLAND"
United Kingdom,55.378051,-3.435973,UNITED KINGDOM
"Manchester, UK",53.4807593,-2.2426305,MANCHESTER
"Ely, UK",52.399539,0.262363,"ELY, ENGLAND"
"London, UK",51.5073509,-0.1277583,LONDON
United Kingdom,55.378051,-3.435973,UK
"Arizona, USA",34.0489281,-111.0937311,"ARIZONA, USA"
Jeddah Saudi Arabia,21.485811,39.1925048,MAKKAH/JEDDAH
"Retford DN22, UK",53.321356,-0.945503,"RETFORD, ENGLAND"
"Surrey, UK",51.3147593,-0.5599501,SURREY GBR
"England, UK",52.3555177,-1.1743197,"ENGLAND, UNITED KINGDOM"
"Marbella, Málaga, Spain",36.510071,-4.8824474,"MARBELLA, SPAIN"
"Butlers Wharf, 28 Shad Thames, London SE1 2YD, UK",51.502999,-0.071926,"28, SHAD THAMES"
"Clitheroe BB7, UK",53.871098,-2.393083,CLITHEROE
"Egypt, Whitehall, PA 18052, USA",40.6800962,-75.5299066,"EGYPT, PA"
"DeSoto, TX 75115, USA",32.5896998,-96.8570738,DESOTO TEXAS
"Nottingham, UK",52.9547832,-1.1581086,NOTTINGHAM
"Cuautitlán Izcalli, State of Mexico, Mexico",19.6528089,-99.2231387,"CUAUTITL�N IZCALLI, M�XICO"
"Philadelphia, PA, USA",39.9525839,-75.1652215,PHILADELPHIA PA
Dubai - United Arab Emirates,25.2048493,55.2707828,PAKISTAN | DUBAI
"Chorley, UK",53.653511,-2.632596,"CHORLEY, ENGLAND"
Riyadh Saudi Arabia,24.7135517,46.6752957,"RIYADH,KINGDOM OF SAUDI ARABIA"
United States,37.09024,-95.712891,UNITED STATES
"Porterville, CA 93257, USA",36.06523,-119.0167679,"PORTERVILLE, CA"
"Northern Ireland, UK",54.7877149,-6.4923145,NORTHERN IRELAND
"Meito Ward, Nagoya, Aichi Prefecture, Japan",35.1758476,137.0101833,<U+611B><U+77E5> <U+540D><U+53E4><U+5C4B><U+5E02> <U+540D><U+6771><U+533A>
"2500 N Mayfair Rd, Wauwatosa, WI 53226, USA",43.0639999,-88.0447221,MAYFAIR
"London, UK",51.5073509,-0.1277583,"LONDON, UNITED KINGDOM"
"City of London, London, UK",51.5123443,-0.0909852,"CITY OF LONDON, LONDON"
"London, UK",51.5073509,-0.1277583,NORTH LONDON
"131 High Street Colliers Wood, London SW19 2PP, UK",51.4157573,-0.1788717,"LONDON, LND, GB, SW19 1EX"
"Eastbourne, UK",50.768035,0.290472,EASTBOURNE
"Redhill, UK",51.239208,-0.16988,"REDHILL, ENGLAND"
"New York, NY, USA",40.7127753,-74.0059728,"NEW YORK, NY"
"Girlguiding NWE Region Headquarters, Guiding Road, Preston PR2 5PD, UK",53.7897081,-2.6541002,"NORTH WEST, ENGLAND"
"Liverpool, UK",53.4083714,-2.9915726,"LIVERPOOL, ENGLAND"
"England, UK",52.3555177,-1.1743197,"ENGLAND, UNITED KINGDOM"
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
South Africa,-30.559482,22.937506,SOUTH AFRICA
"Burlington, ON, Canada",43.3255196,-79.7990319,"BURLINGTON, ONTARIO"
"Dublin, Ireland",53.3498053,-6.2603097,"DUBLIN, IRELAND"
"Dublin, Ireland",53.3498053,-6.2603097,"SITTING ON A CORNFLAKE, DUBLIN"
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"Rhondda, Tonypandy CF40 1JL, UK",51.6160411,-3.4250598,RHONDDA
"Naogaon District, Bangladesh",24.9131597,88.7530952,"NAOGAON, BANGLADESH"
"Worcestershire, UK",52.2545225,-2.2668382,WORCESTERSHIRE & HEREFORDSHIRE 01905 27525
Australia,-25.274398,133.775136,AUSTRALIA
"Navarre, Spain",42.6953909,-1.6760691,"NAVARRA, ESPA�A, EUROPA"
"Paris, France",48.856614,2.3522219,PARIS
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"Sydney NSW, Australia",-33.8688197,151.2092955,"SYDNEY, AUSTRALIA"
"Hoboken, NJ, USA",40.7439905,-74.0323626,"HOBOKEN, NJ"
"Mexico City, CDMX, Mexico",19.4326077,-99.133208,MEXICO CITY
"England, UK",52.3555177,-1.1743197,"ENGLAND, UNITED KINGDOM"
"Preston, UK",53.763201,-2.70309,PRESTON LANCASHIRE
"Newcastle upon Tyne, UK",54.978252,-1.61778,NEWCASTLE-UPON-TYNE
Singapore,1.352083,103.819836,SINGAPORE
"Los Angeles, CA, USA",34.0522342,-118.2436849,"LOS ANGELES, CA"
"2700 Bristol Cir, Oakville, ON L6H 6E1, Canada",43.5113939,-79.6853613,IN CHRIST
"New Jersey, USA",40.0583238,-74.4056612,NJ
"Sapporo, Hokkaido, Japan",43.0620958,141.3543763,"SAPPORO CITY,HOKKAIDO,JAPAN"
"Hokkaido, Japan",43.0646147,141.3468074,"<U+0001F436><U+0001F42F><U+0001F430><U+FFFD> CITY,HOKKAIDO,JAPAN"
"Milan, Metropolitan City of Milan, Italy",45.4642035,9.189982,"MILANO, ITALY"
Italy,41.87194,12.56738,NEST <U+0001F425> ITALY
"Dublin, Ireland",53.3498053,-6.2603097,DUBLIN & SINGAPORE
United States,37.09024,-95.712891,USA
"Chilpancingo 164, Roma Sur, 06760 Ciudad de México, CDMX, Mexico",19.4008088,-99.1677633,MI ADORADA CIUDAD DE MEXICO!!
United Kingdom,55.378051,-3.435973,UNITED KINGDOM
"England, UK",52.3555177,-1.1743197,"ENGLAND, UNITED KINGDOM"
"Glasgow, UK",55.864237,-4.251806,"GLASGOW, SCOTLAND"
"London, UK",51.5073509,-0.1277583,LONDON
"202 Upper Richmond Rd W, London SW14 8AN, UK",51.4650592,-0.263931,LONDON. EAST SHEEN. HERTS
"London, UK",51.5073509,-0.1277583,LONDON
"London, UK",51.5073509,-0.1277583,LONDON
"Bangkok, Thailand",13.7563309,100.5017651,"BANGKOK, THAILAND"
"Glasgow, UK",55.864237,-4.251806,"GLASGOW, SCOTLAND"
"533 S Rockford Ave, Tulsa, OK 74120, USA",36.153243,-95.971072,WORLDWIDE
"Glasgow, UK",55.864237,-4.251806,GLASGOW
"Southampton, UK",50.9097004,-1.4043509,"SOUTHAMPTON, ENGLAND"
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"Northamptonshire, UK",52.2729944,-0.8755515,"NORTHAMPTONSHIRE, UK"
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"Brasilia - Federal District, Brazil",-15.826691,-47.9218204,"BRAS�LIA, BRASIL"
"Gateshead, UK",54.95268,-1.603411,"GATESHEAD, TYNE AND WEAR"
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"Amman, Jordan",31.9453666,35.9283716,"AMMAN, JORDAN"
"Kraków, Poland",50.0646501,19.9449799,"KRAK�W, MALOPOLSKIE"
"Nottingham, UK",52.9547832,-1.1581086,"NOTTINGHAM, ENGLAND"
"Manila, Metro Manila, Philippines",14.5995124,120.9842195,"MANILA, PHILIPPINES"
"Girlguiding NWE Region Headquarters, Guiding Road, Preston PR2 5PD, UK",53.7897081,-2.6541002,"NORTH WEST, ENGLAND"
United States,37.09024,-95.712891,USA
"London, UK",51.5073509,-0.1277583,LONDON
"Northern Ireland, UK",54.7877149,-6.4923145,NORTHERN IRELAND
"1100 Ohio Dr SW, Washington, DC 20242, USA",38.8761634,-77.0337777,NATIONAL CAPITAL REGION
Singapore,1.352083,103.819836,SINGAPORE
"Seoul, South Korea",37.566535,126.9779692,<U+B300><U+D55C><U+BBFC><U+AD6D> <U+C11C><U+C6B8>
"Herne Bay, UK",51.370922,1.127771,HERNE BAY KENT UK
United Kingdom,55.378051,-3.435973,UK
"Swindon, UK",51.5557739,-1.7797176,SWINDON
"Epsom, UK",51.336036,-0.267382,"EPSOM, SOUTH EAST"
"Tokyo, Japan",35.6894875,139.6917064,<U+6771><U+4EAC><U+90FD>
South Africa,-30.559482,22.937506,SOUTH AFRICA
"Johannesburg, South Africa",-26.2041028,28.0473051,JOHANNESBURG
Canada,56.130366,-106.346771,CANADA
"Hertfordshire, UK",51.8097823,-0.2376744,HERTFORDSHIRE
"East London, South Africa",-33.0291582,27.8545867,"EAST LONDON, SOUTH AFRICA"
"Norfolk, UK",52.6139686,0.8864021,"NAAAAARFOLK, ENGLAND"
"England, UK",52.3555177,-1.1743197,"UNIVERSE<U+0001F4AB>K, ENGLAND"
"Windsor SL4, UK",51.4817279,-0.613576,"WINDSOR, UNITED KINGDOM"
"Johannesburg, South Africa",-26.2041028,28.0473051,"JOHANNESBURG, SOUTH AFRICA"
South Africa,-30.559482,22.937506,SOUTH AFRICA
"2 W 2nd St #1000, Tulsa, OK 74103, USA",36.1536193,-95.9920634,JHB | PE
"England, UK",52.3555177,-1.1743197,"ENGLAND, UNITED KINGDOM"
"University Way, London E16 2RD, UK",51.5076024,0.0650809,WILLOWVALE | EAST LONDON
"Beverley HU17, UK",53.841963,-0.435093,"BEVERLEY, ENGLAND"
South Africa,-30.559482,22.937506,SOUTH AFRICA
South Africa,-30.559482,22.937506,SOUTH AFRICA
"Welkom, South Africa",-28.0045655,26.7732162,"WELKOM, SOUTH AFRICA"
"White Water Cl, Bloubergstrand, Cape Town, 7441, South Africa",-33.8043509,18.4656759,WHITE RIVER || CAPE TOWN
"Centurion, South Africa",-25.864029,28.0888578,"CENTURION, SOUTH AFRICA"
"12340 La Jana, Castelló, Spain",40.5118045,0.2520297,"LA JANA, ESPA�A"
"1075 Mineral Wells Ave, Paris, TN 38242, USA",36.285662,-88.308498,PMB
"Bangkok, Thailand",13.7563309,100.5017651,"BKK,THAILAND"
"Glasgow, UK",55.864237,-4.251806,"GLASGOW, SCOTLAND"
"Catterick Garrison DL9, UK",54.3726818,-1.7254551,"CATTERICK GARRISON, ENGLAND"
France,46.227638,2.213749,FRANCE
"Stockport District, UK",53.3933102,-2.1266325,"STOCKPORT, CHESHIRE"
"Istanbul, Turkey",41.0082376,28.9783589,ISTANBUL
"New York, NY, USA",40.7127753,-74.0059728,NEW YORK CITY
"Uptown, Dallas, TX, USA",32.8015565,-96.8002704,UPTOWN DALLAS
"Manchester, UK",53.4807593,-2.2426305,"MANCHESTER, ENGLAND"
"Dublin, Ireland",53.3498053,-6.2603097,"DUBLIN CITY, IRELAND"
"London, UK",51.5073509,-0.1277583,LONDON
"Avda Diagonal 477 – 13ª, 08036 Barcelona, Spain",41.3925618,2.1456961,BRITISH CONSULATE IN BARCELONA
"Guildford, UK",51.23622,-0.570409,"GUILDFORD, SURREY"
Philippines,12.879721,121.774017,PHILIPPINES
"San Francisco, CA, USA",37.7749295,-122.4194155,"SAN FRANCISCO, CA"
United Kingdom,55.378051,-3.435973,UNITED KINGDOM
"Bristol, UK",51.454513,-2.58791,"BRISTOL, ENGLAND"
"Johannesburg, South Africa",-26.2041028,28.0473051,"JOHANNESBURG, SOUTH AFRICA"
"Stockport District, UK",53.3933102,-2.1266325,"STOCKPORT, ENGLAND"
Philippines,12.879721,121.774017,PHILIPPINES
"Surabaya, Surabaya City, East Java, Indonesia",-7.2574719,112.7520883,"KOTA SURABAYA, JAWA TIMUR"
Venezuela,6.42375,-66.58973,VENEZUELA
"London SW2, UK",51.4466449,-0.1230218,LONDON SW2
"Warwickshire, UK",52.2671353,-1.4675216,WARWICKSHIRE
"DFW International Airport (DFW), 2400 Aviation Dr, DFW Airport, TX 75261, USA",32.8998091,-97.0403352,"DALLAS/FT.WORTH, TX"
"Seattle, WA, USA",47.6062095,-122.3320708,"SEATTLE, WA"
"08720 Vilafranca del Penedès, Barcelona, Spain",41.3461265,1.6979398,PENED�S
"Pamplona, Navarre, Spain",42.812526,-1.6457745,"PAMPLONA, COMUNIDAD FORAL DE N"
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"Newcastle upon Tyne, UK",54.978252,-1.61778,"NEWCASTLE UPON TYNE, ENGLAND"
"North Middleton Township, PA, USA",40.239459,-77.2290193,NORTH MIDDLETON
"León, Spain",42.5987263,-5.5670959,"LE�N, ESPA�A"
"Murcia, Spain",37.9922399,-1.1306544,"MURCIA, ESPA�A"
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"Scotland, UK",56.4906712,-4.2026458,"SCOTLAND, UNITED KINGDOM"
"Unnamed Road,81-755, 81-755 Sopot, Poland",54.4421115,18.5656001,@LFC SUPPORTER
"Aberdeen, UK",57.149717,-2.094278,"ABERDEEN, UK"
"106 Jianghan N Rd, Jiangan Qu, Wuhan Shi, Hubei Sheng, China, 430015",30.5906,114.276228,<U+2665><U+FE0F>
"Scotland, UK",56.4906712,-4.2026458,SCOTLAND
"Pittsburgh, PA, USA",40.4406248,-79.9958864,PITTSBURGH
"Portsmouth, UK",50.8197675,-1.0879769,"PORTSMOUTH, ENGLAND"
"England, UK",52.3555177,-1.1743197,ENG
Egypt,26.820553,30.802498,<U+0645><U+0635><U+0631>
"Wales, UK",52.1306607,-3.7837117,"WALES, UNITED KINGDOM"
"Los Angeles, CA, USA",34.0522342,-118.2436849,"LOS ANGELES, CA"
"Lancashire, UK",53.7632254,-2.7044052,LANCASHIRE
Ireland,53.1423672,-7.6920536,IRELAND
"Dublin, Ireland",53.3498053,-6.2603097,"DUBLIN, IRELAND"
"Leicester, UK",52.6368778,-1.1397592,"LEICESTER, ENGLAND"
"7021 S Memorial Dr, Tulsa, OK 74133, USA",36.063168,-95.881671,BRIGHTON
United Kingdom,55.378051,-3.435973,UNITED KINGDOM
"London, UK",51.5073509,-0.1277583,LONDON
"Cardiff, UK",51.481581,-3.17909,"CARDIFF, WALES"
India,20.593684,78.96288,INDIA
Philippines,12.879721,121.774017,PHILIPPINES
"Wigan, UK",53.5450645,-2.6325074,"WIGAN, ENGLAND"
"Hull, UK",53.7456709,-0.3367413,"HULL, ENGLAND"
"Fife, UK",56.2082078,-3.1495175,"FIFE, SCOTLAND."
"Eastbourne, UK",50.768035,0.290472,"EASTBOURNE, ENGLAND"
"Johannesburg, South Africa",-26.2041028,28.0473051,"JOHANNESBURG, SOUTH AFRICA"
"London, UK",51.5073509,-0.1277583,LONDON
"High Peak District, UK",53.3325341,-1.8876721,HIGH PEAK
United Kingdom,55.378051,-3.435973,UNITED KINGDOM
United States,37.09024,-95.712891,UNITED STATES
"Central London, London WC2N 5DU, UK",51.5073907,-0.1276999,CENTRAL LONDON
"Newington, CT, USA",41.6972996,-72.7228293,"NEWINGTON, CT"
"England, UK",52.3555177,-1.1743197,"ENGLAND, UNITED KINGDOM"
"Newcastle upon Tyne, UK",54.978252,-1.61778,"NEWCASTLE UPON TYNE, ENGLAND"
"Paris, France",48.856614,2.3522219,PARIS
"Paris, France",48.856614,2.3522219,"FRANCE, PARIS"
"Burton upon Trent, Burton-on-Trent, UK",52.8140281,-1.6371359,BURTON-ON-TRENT
"Lincolnshire, UK",52.9451889,-0.1601246,LINCOLNSHIRE
Italy,41.87194,12.56738,ITALIA
"London, UK",51.5073509,-0.1277583,LONDON
"Roehampton Ln, London SW15 5PU, UK",51.4579866,-0.2432869,UNIVERSITY OF ROEHAMPTON
"London, UK",51.5073509,-0.1277583,"LONDON, UNITED KINGDOM"
"188 Kent St, London, ON N6A 1L3, Canada",42.988112,-81.251088,LONDON/KENT
"Lake View, Chicago, IL, USA",41.9435601,-87.6583642,"LAKE VIEW, CHICAGO"
"Glossop SK13, UK",53.4433284,-1.948907,"GLOSSOP, PLANET EARTH"
"North Wales, UK",53.0711149,-3.8080783,NORTH WALES
Japan,36.204824,138.252924,<U+65E5><U+672C>
Canada,56.130366,-106.346771,CANADA
"Humber, United Kingdom",53.6501443,-0.2822148,"YORKSHIRE AND THE HUMBER, ENGLAND"
"Machida, Tokyo, Japan",35.546631,139.4386186,"MACHIDA,TOKYO"
"South Yorkshire, UK",53.4696968,-1.3259683,SOUTH YORKSHIRE
"Scotland, UK",56.4906712,-4.2026458,"SCOTLAND, UNITED KINGDOM"
"Curico, Maule Region, Chile",-34.9779853,-71.2528803,CURICO
"Taipei, Taiwan",25.0329694,121.5654177,<U+53F0><U+6E7E><U+53F0><U+5317>
"3165 St Albans Rd, St Albans, MO 63073, USA",38.5809379,-90.750423,ST ALBANS
"Bhinmal, Rajasthan 343029, India",25.0085128,72.2624706,BHINMAL  JALORE
"Buncrana, Co. Donegal, Ireland",55.1365797,-7.4560128,BUNCRANA � IRELAND
"Queensland, Australia",-20.9175738,142.7027956,QUEENSLAND AUSTRALIA XD
United Kingdom,55.378051,-3.435973,UNITED KINGDOM
"Henlow, UK",52.029845,-0.285839,HENLOW (ENGLAND)
"Dingle, Co. Kerry, Ireland",52.1409389,-10.2640135,DINGLE/DAINGEAN U� CH�IS
"East Molesey, UK",51.400766,-0.3562949,"EAST MOLESEY, SURREY, UK"
"66 Wilson St, London EC2A 2BT, UK",51.5216002,-0.0844743,ITALY\UK
"Milan, Metropolitan City of Milan, Italy",45.4642035,9.189982,"MILAN, ITALY"
"Rome, Metropolitan City of Rome, Italy",41.9027835,12.4963655,ROME
"London, UK",51.5073509,-0.1277583,LONDON
"Donegal, Ireland",54.653827,-8.1096143,"DONEGAL, IRELAND"
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"Ohio, USA",40.4172871,-82.907123,OHIO
"Bath, UK",51.375801,-2.3599039,"BATH, ENGLAND"
Philippines,12.879721,121.774017,PEARL OF THE ORIENT SEAS
Riyadh Saudi Arabia,24.7135517,46.6752957,RIYADH
"City of London, London, UK",51.5123443,-0.0909852,"CITY OF LONDON, LONDON"
"16035 Rapallo, Metropolitan City of Genoa, Italy",44.3498211,9.2338889,"RAPALLO, LIGURIA"
"Porthcawl, UK",51.478968,-3.705163,PORTHCAWL
"Haarlem, Netherlands",52.3873878,4.6462194,HAARLEM
"Dix Hills, NY, USA",40.8048207,-73.3362298,"DIX HILLS, NY"
"5842 W North Ave, Chicago, IL 60639, USA",41.909611,-87.771964,PLANET EARTH
United Kingdom,55.378051,-3.435973,UK
"Thurrock, UK",51.4934557,0.3529197,"THURROCK, ESSEX"
"London, UK",51.5073509,-0.1277583,LONDON
"York, PA, USA",39.9625984,-76.727745,YORK
"Birmingham, AL, USA",33.5206608,-86.80249,BIRMINGHAM
"Kuki, Saitama Prefecture, Japan",36.0619954,139.666838,"KUKI-SHI, SAITAMA"
"Ferrara, Province of Ferrara, Italy",44.8381237,11.619787,FERRARA
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"Nottingham NG7, UK",52.9560315,-1.1635615,"CANNING CIRCUS, NOTTINGHAM NG7"
"Liverpool, UK",53.4083714,-2.9915726,LIVERPOOL
"Waynesboro, GA 30830, USA",33.0898731,-82.0156736,"WAYNESBORO, GA"
"London, UK",51.5073509,-0.1277583,LONDON
"Denver, CO, USA",39.7392358,-104.990251,"DENVER, CO"
"Northern Ireland, UK",54.7877149,-6.4923145,NORTHERN IRELAND
"Cornwall, UK",50.2660471,-5.0527125,CORNWALL UK
Thailand,15.870032,100.992541,THAILAND
"Hollywood, Los Angeles, CA, USA",34.0928092,-118.3286614,HOLLYWOOD
"Cork, Ireland",51.8968917,-8.4863157,"CORK, IRELAND"
"Newtownards BT23, UK",54.5913787,-5.6931703,"NEWTOWNARDS, NORTHERN IRELAND"
"England, UK",52.3555177,-1.1743197,ENGLAND
France,46.227638,2.213749,FRANCE
"Aykley Heads Business Centre, B6532, Durham DH1 5TS, UK",54.7882162,-1.5881933,"NORTH EAST, ENGLAND"
"Arizona, USA",34.0489281,-111.0937311,AZ
"Tokyo, Japan",35.6894875,139.6917064,"TOKYO-TO, JAPAN"
"Cambridge, UK",52.205337,0.121817,"CAMBRIDGE, ENGLAND"
"2770 NJ-23, Stockholm, NJ 07460, USA",41.0903729,-74.5219822,FOLLOW ME!
"7021 S Memorial Dr, Tulsa, OK 74133, USA",36.063168,-95.881671,BRIGHTON
"New York, NY, USA",40.7127753,-74.0059728,"NEW YORK, NY"
"Midrand, South Africa",-25.9991795,28.1262927,"MIDRAND, SOUTH AFRICA"
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"Barcelona, Spain",41.3850639,2.1734035,BARCELONA
"Bedford, UK",52.1359735,-0.4666565,BEDFORDSHIRE
"Miami, FL, USA",25.7616798,-80.1917902,"MIAMI, FL"
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"Lichfield, UK",52.681602,-1.831672,"LICHFIELD, ENGLAND"
"Metro Manila, Philippines",14.6090537,121.0222565,"MNL, <U+0001F1F5><U+FFFD>D, ENGLAND"
"Cincinnati, OH, USA",39.1031182,-84.5120196,"CINCINNATI, OHIO"
"Lochgelly KY5, UK",56.130163,-3.306033,"LOCHGELLY, SCOTLAND"
"Baden-Württemberg, Germany",48.6616037,9.3501336,"BADEN-W�RTTEMBERG, DEUTSCHLAND"
"7900 Shelbyville Rd, Louisville, KY 40222, USA",38.247134,-85.6110224,"LOUISVILLE, KY | NEW YORK | LA"
"Cobham, UK",51.328783,-0.410856,"COBHAM, SOUTH EAST"
"Surrey, UK",51.3147593,-0.5599501,SURREY
"Yogyakarta, Yogyakarta City, Special Region of Yogyakarta, Indonesia",-7.7955798,110.3694896,"YOGYAKARTA, INDONESIA"
"1217 Peoria St, Washington, IL 61571, USA",40.7037851,-89.4256995,WHEREVER
United Kingdom,55.378051,-3.435973,UNITED KINGDOM
"Cork, Ireland",51.8968917,-8.4863157,"CORK, IRELAND"
"Ballyclare BT39, UK",54.7529144,-6.0015221,BALLYCLARE
"Essex, UK",51.7343313,0.4690888,ESSEX UK
"Hampstead, London NW3, UK",51.5556461,-0.1761749,CAMDEN NW3
"Nottingham, UK",52.9547832,-1.1581086,"NOTTINGHAM, UK"
"1871 Schoorl, Netherlands",52.7054779,4.7053146,SCHOORL THE NETHERLANDS
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"Surrey, UK",51.3147593,-0.5599501,SURREY
Cyprus,35.126413,33.429859,CYPRUS
"Wales, UK",52.1306607,-3.7837117,"WALES, UK."
"Humber, United Kingdom",53.6501443,-0.2822148,"YORKSHIRE AND THE HUMBER, ENGL"
"New York, NY, USA",40.7127753,-74.0059728,NEW YORK
South Africa,-30.559482,22.937506,SOUTH AFRICA
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"Cork, Ireland",51.8968917,-8.4863157,"CORK, IRELAND"
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
United Kingdom,55.378051,-3.435973,UK
"Cardiff, UK",51.481581,-3.17909,"CARDIFF, WALES"
Mexico,23.634501,-102.552784,MEXICO
"Glasgow, UK",55.864237,-4.251806,GLASGOW
"Seoul, South Korea",37.566535,126.9779692,"SEOUL, SOUTH KOREA"
"London, UK",51.5073509,-0.1277583,LONDON
"California, USA",36.778261,-119.4179324,"CALIFORNIA, USA"
"Victoria, TX, USA",28.8052674,-97.0035982,"VICTORIA, TX"
"Scotland, UK",56.4906712,-4.2026458,"SCOTLAND, UNITED KINGDOM"
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"Johannesburg, South Africa",-26.2041028,28.0473051,"JOHANNESBURG, SOUTH AFRICA"
"Jakarta, Indonesia",-6.17511,106.8650395,"DKI JAKARTA, INDONESIA"
"Hertfordshire, UK",51.8097823,-0.2376744,"HERTFORDSHIRE ENGLAND, UNITED KINGDOM"
"Usa, Germany",50.3392525,8.6370745,USA/GERMANY
"Los Angeles, CA, USA",34.0522342,-118.2436849,LOS ANGELES | PARIS
"Av. Ignacio Zaragoza 316, Centro, 96400 Coatzacoalcos, Ver., Mexico",18.1472984,-94.4149395,LA FLOR MAS BELLA DE TODO JAL
"London Borough of Hillingdon, UK",51.5351832,-0.4481378,"HILLINGDON, LONDON"
"Chicago, IL, USA",41.8781136,-87.6297982,"CHICAGO, IL"
Dubai - United Arab Emirates,25.2048493,55.2707828,U.A.E DUBAI
"Melbourne VIC, Australia",-37.8136276,144.9630576,"MELBOURNE, AU"
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"Cephalonia, Greece",38.1753675,20.5692179,KEFALONIA
"Paris, France",48.856614,2.3522219,"PARIS, FRANCE"
"Minato, Tokyo, Japan",35.6580681,139.7515992,<U+6771><U+4EAC><U+90FD><U+6E2F><U+533A>
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"Madrid, Spain",40.4167754,-3.7037902,"MADRID, COMUNIDAD DE MADRID"
"Morpeth NE61, UK",55.16875,-1.687493,"MORPETH, NORTHUMBERLAND"
"Belfast, UK",54.597285,-5.93012,BELFAST
"Vancouver, BC, Canada",49.2827291,-123.1207375,VANCOUVER- BC
United Kingdom,55.378051,-3.435973,UNITED KINGDOM
United States,37.09024,-95.712891,UNITED STATES
"8521 N 177th E Ave, Owasso, OK 74055, USA",36.273953,-95.774101,DF
"605 Mall Ring Cir #110, Henderson, NV 89014, USA",36.064914,-115.039199,"NO BUBBLE TEA, NO LIFE"
"Oakland, CA, USA",37.8043637,-122.2711137,"OAKLAND, CA"
"Newmarket CB8, UK",52.24488,0.407962,"NEWMARKET, SUFFOLK, UK"
"Lincoln, UK",53.230688,-0.540579,"LINCOLN, ENGLAND"
"Spring Hill, FL, USA",28.4831682,-82.5369872,"SPRING HILL, FL"
"São Paulo, State of São Paulo, Brazil",-23.5505199,-46.6333094,"SAO PAULO, BRAZIL"
"Worcestershire, UK",52.2545225,-2.2668382,WORCESTERSHIRE & LONDON
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"Texas, USA",31.9685988,-99.9018131,TX
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
United States,37.09024,-95.712891,UNITED STATES
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"Manchester, UK",53.4807593,-2.2426305,"MANCHESTER, ENGLAND"
"Munich, Germany",48.1351253,11.5819805,"M�NCHEN, BAYERN"
